,Food,Food: Vegetables & Fruits,"Food: Fish, Seafood & Preparations",Food: Meat & Meat Preparations,"Food: Coffee, Tea, Spices & Manufactures",BeveragesTobacco (BT),BT: Beverages,BT: Tobacco & Manufactures,Crude Materials (CM),CM: Metalliferous Ores & Metal Scrap,CM: Crude Rubber,CM: Crude Minerals & Fertilisers,CM: Crude Vegetable & Animal Materials,Mineral Fuels,Mineral Fuels: Petroleum & Pdt & Related Materials,Mineral Fuels: Petroleum,Mineral Fuels: Coal: Coke,Mineral Fuels: Gas,AnimalVegetable Oils (AV),AV: Animal or Vegetable Fats & Oils Nes,AV: Fixed Vegetables Fats & Oils,ChemicalsChemical Products (CH),CH: Medicinal & Pharmaceutical Products,CH: Organic Chemicals,CH: Plastics in Primary Forms,CH: Plastics in Non-primary Forms ,CH: Essential Oils & Resinoids & Perfume Materials,Manufactured Goods (MG),MG: Iron & Steels,MG: Metal Manufactures,MG: Non-ferrous Metals,MG: Non-metallic Mineral Manufactures,MG: Paper & Paperboard ,MG: Rubber Manufactures,MG: Textile Manufactures,MachineryTransport Equipment (MT),MT: Office & Automatic Data-processing Machines ,MT: Telecommunications & Reproducing Apparatus & Equip ,MT: Electrical Machinery Apparatus & Appliances Nes ,MT: Electronics Valves,MT: Parts for Office & DP Machines,MT: Communication Equipment,MT: Electrical Machinery,MT: Electrical Circuit Apparatus,Miscellaneous Manufactured Articles (MM),MM: Disc Media Products & Plastic Articles,MM: Scientific Instruments & Apparatus,"MM: Photographic Supplies, Watches & Optical Goods",MM: Articles of Apparel & Clothing Accessories ,MM: Footwear,Miscellaneous Manufactured Articles Nes,Miscellaneous Transactions Nes,(DC)MT: Data Processing Machines
Apr-76,173.041,28.089,13.794,12.103,33.348,11.888,6.008,5.88,148.926,7.866,78.298,7.451,6.544,519.08,518.956,518.956,0.121,0.003,19.057,3.688,12.918,90.908,8.306,19.269,0,0,8.385,244.087,51.12,41.216,12.019,26.195,17.379,5.094,81.077,605.15,12.466,50.372,149.786,,,,,,107.42,33.498,13.113,34.976,12.47,3.195,33.498,23.28,
May-76,128.337,35.883,13.027,7.932,24.048,10.644,6.772,3.872,153.319,2.669,97,5.01,8.598,335.602,335.054,335.054,0.541,0.007,19.923,3.488,15.926,77.579,8.049,11.652,0,0,7.841,224.306,44.939,32.345,14.387,26.952,17.215,5.791,73.225,398.821,11.224,35.24,132.759,,,,,,94.146,30.015,12.82,25.267,11.566,3.235,30.015,19.803,
Jun-76,171.818,37.804,10.943,10.982,31.513,12.157,7.895,4.262,153.401,1.068,96.078,4.173,8.451,396.144,395.538,395.538,0.605,0.001,22.886,4.864,17.217,87.853,8.334,16.999,0,0,9.203,264.044,64.308,37.197,17.448,27.051,17.123,9.305,81.56,410.085,12.159,37.579,143.7,,,,,,110.765,33.899,13.747,33.227,14.848,3.37,33.899,20.643,
Jul-76,167.682,43.638,10.736,10.235,42.906,11.7,6.825,4.875,167.504,2.452,93.981,8.32,10.948,620.762,620.712,620.712,0.05,0,18.752,4.133,13.541,95.125,9.803,23.518,0,0,7.292,303.625,84.516,35.899,18.151,29.805,19.245,7.047,96.824,509.52,11.474,39.018,171.496,,,,,,123.943,41.279,12.915,36.106,19.354,4,41.279,22.839,
Aug-76,163.216,43.717,15.558,10.967,28.005,10.499,6.424,4.075,197.137,6.884,131.94,4.682,9.539,603.317,602.739,602.739,0.564,0.014,25.543,5.989,16.867,93.837,8.008,19,0,0,11.086,292.152,52.064,43.133,22.596,33.304,23.569,6.221,99.513,508.82,11.756,39.293,162.823,,,,,,129.777,45.578,12.211,38.532,17.007,3.749,45.578,31.858,
Sep-76,147.344,37.693,8.49,8.764,23.403,9.98,6.017,3.963,159.172,1.18,99.746,6.592,7.713,559.486,559.479,559.479,0.007,0,23.34,5.813,17.15,97.254,13.85,19.046,0,0,10.3,287.898,78.071,35.887,16.037,30.556,20.028,6.313,86.562,526.551,11.669,36.606,160.42,,,,,,109.775,38.818,11.553,29.033,15.367,3.752,38.818,20.59,
Oct-76,170.912,32.864,10.441,10.674,21.045,10.892,5.246,5.646,204.414,3.906,141.563,4.185,7.643,604.901,604.776,604.776,0.125,0,23.4,7.298,15.552,101.25,11.835,21.037,0,0,8.765,290.137,74.85,37.619,17.145,32.682,19.119,6.992,88.472,489.083,9.349,41.048,178.661,,,,,,125.558,46.596,11.307,34.874,18.214,3.796,46.596,15.968,
Nov-76,159.3,36.95,11.021,9.531,35.462,15.264,8.342,6.922,182.234,2.655,117.333,7.319,8.182,576.3,575.803,575.803,0.497,0,20.661,7.029,12.487,90.443,13.047,15.069,0,0,9.474,299.158,74.896,41.427,14.765,28.229,19.992,7.926,96.946,484.336,10.912,39.222,184.001,,,,,,137.63,47.96,11.904,41.957,17.935,4.301,47.96,22.154,
Dec-76,161.563,39.543,10.422,9.567,27.417,10.492,6.263,4.229,177.806,4.343,118.286,4.664,12.089,585.603,585.393,585.393,0.207,0.003,26.243,6.669,19.402,108.758,11.057,24.122,0,0,9.644,299.229,70.267,41.407,23.182,32.671,19.698,7.579,90.681,487.666,8.824,52.979,155.086,,,,,,132.893,49.555,12.103,33.634,20.835,2.923,49.555,24.81,
Jan-77,213.898,43.245,16.915,10.695,31.148,14.336,9.762,4.574,238.396,2.042,167.664,7.308,12.788,427.242,426.921,426.921,0.317,0.004,24.942,9.45,14.729,105.366,12.889,18.104,0,0,10.303,313.88,77.293,44.518,18.466,34.259,20.044,7.475,101.036,599.795,13.843,51.186,171.804,,,,,,141.645,49.319,15.661,39.917,19.133,4.534,49.319,21.734,
Feb-77,167.812,47.912,9.988,10.813,37.896,12.55,8.454,4.096,168.326,4.135,115.653,4.356,13.499,500.794,499.969,499.969,0.812,0.013,25.212,8.085,16.627,83.635,12.93,11.776,0,0,8.216,216.877,41.27,29.581,16.211,27.461,15.569,5.332,71.721,435.805,7.727,39.707,161.962,,,,,,105.632,33.408,9.522,33.035,15.586,3.099,33.408,27.857,
Mar-77,207.52,37.657,11.941,12.085,45.775,12.481,7.698,4.783,198.252,4.899,131.687,4.499,9.049,563.458,563.416,563.416,0.042,0,34.831,12.675,20.953,95.81,11.61,18.99,0,0,10.264,265.268,61.08,39.085,17.437,31.749,17.424,8.33,76.995,475.624,8.542,50.883,166.798,,,,,,125.625,43.816,15.62,35.201,16.141,3.356,43.816,27.304,
Apr-77,206.4,36.014,15.349,12.083,59.537,13.409,7.043,6.366,177.91,1.81,108.43,9.204,9.542,572.907,572.232,572.232,0.675,0,35.409,12.177,22.783,118.4,14.083,20.874,0,0,11.619,277.554,58.458,45.303,18.765,30.634,20.785,8.54,82.232,565.715,14.084,53.966,199.755,,,,,,135.139,46.964,14.908,40.963,15.786,4.225,46.964,45.072,
May-77,184.882,42.679,18.269,11.827,45.518,11.436,8.725,2.711,172.264,2.186,101.748,5.298,9.604,449.302,448.657,448.657,0.635,0.01,39.675,13.761,25.076,105.871,13.351,14.218,0,0,12.396,266.162,51.853,40.762,17.695,36.296,18.02,6.287,83.327,501.08,9.752,48.839,175.186,,,,,,122.493,43.25,13.134,35.448,15.967,3.928,43.25,32,
Jun-77,168.002,42.692,13.891,9.429,37.726,10.474,5.87,4.604,155.931,3.569,90.161,3.695,17.165,607.024,606.926,606.926,0.098,0,49.811,16.955,30.943,112.296,12.771,20.921,0,0,11.536,281.786,56.187,40.192,17.927,27.05,20.621,7.191,100.244,568.017,12.378,42.054,170.967,,,,,,126.067,49.236,12.704,34.196,14.848,4.004,49.236,31.325,
Jul-77,188.453,43.835,16.833,8.821,33.558,11.851,8.48,3.371,184.396,2.435,131.083,3.767,9.669,595.298,595.07,595.07,0.213,0.015,58.298,23.179,33.84,110.362,14.731,24.349,0,0,13.124,278.734,56.892,37.945,17.632,32.349,19.559,6.922,94.646,558.161,12.647,58.702,187.194,,,,,,140.504,46.643,16.035,40.987,19.605,4.88,46.643,31.912,
Aug-77,174.712,36.789,21.972,9.934,25.884,10.193,5.458,4.735,198.445,8.991,131.456,7.222,8.966,573.344,573.29,573.29,0.051,0.003,53.637,22.838,28.255,118.743,14.433,20.924,0,0,14.353,347.172,94.064,46.172,22.952,34.359,23.593,7.676,105.226,626.935,17.396,53.221,205.975,,,,,,146.782,52.309,16.437,38.847,18.141,5.651,52.309,34.044,
Sep-77,156.348,36.101,10.532,11.694,29.401,10.519,5.656,4.863,222.697,5.343,147.933,5.233,13.733,552.546,552.501,552.501,0.043,0.002,42.175,19.157,22.738,120.184,14.412,17.342,0,0,12.901,332.396,83.581,43.875,18.22,35.515,19.618,7.618,112.652,657.396,10.474,54.118,170.45,,,,,,150.072,56.81,14.01,39.523,21.727,4.441,56.81,37.581,
Oct-77,173.951,39.753,13.442,13.807,32.089,14.897,7.403,7.494,175.437,6.099,111.233,8.459,10.829,591.299,589.78,589.78,1.515,0.004,40.719,16.64,21.404,110.932,15.074,11.641,0,0,13.098,360.67,113.015,46.924,21.029,38.015,22.593,8.319,98.039,620.207,16.631,55.166,191.802,,,,,,164.082,56.24,15.884,51.347,24.028,4.386,56.24,57.818,
Nov-77,161.519,35.404,16.784,13.227,25.333,11.336,6.364,4.972,167.04,4.386,109.319,4.658,10.105,555.258,555.001,555.001,0.257,0,36.322,18.239,17.689,96.912,8.633,14.944,0,0,9.405,339.447,97.993,58.331,19.276,33.756,18.979,6.942,93.019,644.481,15.059,49.477,187.826,,,,,,146.236,55.449,13.768,42.947,18.523,4.167,55.449,39.696,
Dec-77,207.547,45.728,16.289,12.649,35.777,16.468,10.365,6.103,219.579,5.774,139.038,8.003,10.704,540.803,540.719,540.719,0.073,0.011,37.874,19.661,17.616,135.715,16.006,21.016,0,0,13.485,350.781,78.434,52.073,23.699,44.64,25.19,9.291,105.512,583.991,17.177,59.187,201.807,,,,,,161.957,54.804,16.933,49.935,21.797,5.472,54.804,39.368,
Jan-78,206.606,51.451,17.541,11.679,33.443,11.856,6.091,5.765,219.667,6.101,153.536,4.585,11.701,684.962,684.355,684.355,0.607,0,37.825,22.353,14.994,115.684,12.564,16.797,0,0,13.197,333.534,82.493,44.567,21.155,38.426,22.753,8.405,105.572,648.529,14.171,57.576,197.148,,,,,,155.722,47.297,19.914,47.309,21.524,5.563,47.297,38.61,
Feb-78,183.702,45.721,15.897,12.169,30.074,12.656,7.826,4.83,165.567,2.443,109.664,7.662,11.955,433.739,433.54,433.54,0.198,0.001,31.381,20.037,10.231,100.291,12.064,12.625,0,0,10.797,287.615,83.246,36.301,17.148,30.944,14.848,6.448,89.419,612.117,12.198,39.362,189.4,,,,,,123.45,38.153,12.72,40.508,17.964,3.218,38.153,31.309,
Mar-78,157.725,42.418,13.904,12.608,24.681,19.286,11.707,7.579,207.172,3.822,130.438,5.731,12.676,495.045,493.805,493.805,1.236,0.004,33.566,19.849,13.292,125.902,15.579,17.565,0,0,13.175,347.27,84.99,52.591,21.112,46.511,22.08,10.208,96.579,761.388,13.393,58.392,263.275,,,,,,148.235,43.609,17.566,52.861,18.401,4.865,43.609,27,
Apr-78,194.539,39.803,14.031,11.432,37.898,14.093,7.261,6.832,164.789,5.708,94.993,6.735,11.877,648.186,647.519,647.519,0.661,0.006,30.989,18.436,12.219,133.055,14.723,20.953,0,0,14.524,326.037,77.691,45.008,22.619,39.879,18.905,7.693,99.74,692.176,14.783,57.42,227.134,,,,,,147.017,46.842,18.007,48.434,16.619,4.883,46.842,31.977,
May-78,157.738,39.676,15.824,8.678,23.548,10.235,6.194,4.041,196.039,10.387,111.079,8.132,13.833,514.288,512.987,512.987,1.301,0,30.504,18.906,9.55,121.049,14.566,19.562,0,0,13.915,342.994,88.349,47.795,18.009,42.298,21.907,8.501,101.547,671.898,12.748,52.709,223.2,,,,,,148.019,51.203,18.006,46.532,18.166,3.694,51.203,23.086,
Jun-78,199.74,46.872,20.658,10.092,48.323,14.537,8.504,6.033,222.478,2.661,151.666,4.94,10.855,581.105,580.9,580.9,0.201,0.004,37.786,19.095,17.861,129.618,11.281,26.731,0,0,14.41,361.274,75.964,47.756,23.491,42.694,23.109,9.704,122.471,761.816,19.779,59.934,247.181,,,,,,163.774,55.919,19.918,48.835,21.557,5.39,55.919,29.305,
Jul-78,181.138,49.862,13.134,10.687,42.128,12.442,8.644,3.798,182.561,6.245,106.551,8.303,11.832,627.477,626.818,626.818,0.641,0.018,44.597,24.23,20.137,149.071,14.261,19.756,0,0,15.907,404.53,89.522,62.468,27.331,51.699,28.495,8.543,121.008,820.736,17.122,68.41,244.651,,,,,,164.902,58.828,20.429,48.654,19.343,5.816,58.828,28.181,
Aug-78,179.472,55.467,16.917,10.163,26.624,14.414,7.853,6.561,234.83,7.076,159.543,6.907,9.551,526.736,526.617,526.617,0.117,0.002,43.817,26.121,17.17,138.041,15.05,20.396,0,0,17.937,442.291,110.18,56.989,34.744,45.213,36.096,9.115,134.862,689.98,21.37,65.702,248.283,,,,,,178.722,60.137,23.072,54.495,21.462,7.104,60.137,33.065,
Sep-78,183.467,48.857,16.975,13.402,26.633,15.202,8.649,6.553,221.647,10.023,140.707,5.182,16.422,641.119,640.646,640.646,0.454,0.019,46.337,31.788,14.398,152.499,12.12,20,0,0,14.39,443.613,117.926,61.212,24.659,49.754,27.995,9.978,136.43,647.033,18.066,63.473,234.397,,,,,,174.957,62.214,23.421,49.161,21.868,4.321,62.214,28.994,
Oct-78,173.265,37.239,13.835,13.115,36.575,12.358,6.447,5.911,226.465,3.542,152.668,7.067,10.914,766.507,766.228,766.228,0.262,0.017,47.227,28.951,17.291,144.633,11.983,26.776,0,0,12.491,389.982,97.633,54.196,20.631,49.882,26.02,7.687,119.133,848.263,21.012,64.992,255.637,,,,,,162.551,55.996,18.451,45.088,25.679,4.5,55.996,27.684,
Nov-78,186,43.981,19.812,15.759,27.996,17.278,9.224,8.054,221.491,10.463,140.326,8.012,9.454,554.018,553.266,553.266,0.727,0.025,58.725,32.558,25.861,163.967,11.54,23.907,0,0,16.79,450.454,115.994,57.975,27.451,46.373,36.366,8.555,140.746,869.258,21.529,64.021,272.837,,,,,,194.977,66.788,22.016,59.358,26.946,6.026,66.788,29.264,
Dec-78,179.561,45.861,17.068,12.787,26.608,21.606,14.018,7.588,207.28,10.635,126.469,4.067,11.615,610.16,609.647,609.647,0.51,0.003,48.371,30.992,16.999,121.936,15.631,16.842,0,0,13.144,436.876,114.772,54.719,23.589,48.994,32.119,9.839,133.913,710.329,20.831,60.09,261.247,,,,,,183.388,63.531,20.576,50.157,27.031,6.362,63.531,27.971,
Jan-79,184.873,56.095,16.522,15.141,25.978,13.854,8.897,4.956,260.032,2.893,169.902,6.194,10.532,632.325,632.017,632.017,0.307,0.001,53.405,31.98,20.563,145.435,13.262,25.189,0,0,12.255,416.97,105.472,55.592,23,45.348,28.515,9.608,130.387,692.558,19.684,69.159,222.287,,,,,,155.299,49.624,23.864,42.41,22.157,5.197,49.624,28.089,
Feb-79,194.864,47.748,15.82,13.865,21.184,13.271,6.338,6.933,238.821,2.213,174.241,10.186,9.802,679.138,678.957,678.957,0.17,0.011,52.811,27.047,22.794,126.652,8.052,21.617,0,0,11.843,390.728,112.931,46.759,21.309,43.684,29.642,10.279,104.53,722.096,18.76,75.07,252.464,,,,,,167.21,61.222,22.537,46.242,19.28,4.763,61.222,41.354,
Mar-79,180.031,44.478,15.867,10.943,29.345,15.226,8.476,6.751,252.775,4.81,166.397,10.851,11.816,632.581,632.458,632.458,0.12,0.003,64.498,29.539,33.563,166.406,14.608,33.373,0,0,12.955,489.951,158.554,58.145,28.071,47.516,28.263,11.165,138.482,749.963,23.627,102.627,275.806,,,,,,162.622,51.123,28.837,46.516,19.703,4.191,51.123,38.654,
Apr-79,165.668,41.823,17.245,11.079,38.476,18.446,9.141,9.304,251.655,8.442,164.624,10.812,9.975,751.035,750.927,750.927,0.088,0.02,60.927,28.878,31.672,153.889,13.227,21.958,0,0,14.121,430.286,124.806,60.161,26.593,42.692,24.716,10.924,120.642,1017.404,30.227,80.262,311.019,,,,,,158.783,50.963,24.771,48.608,18.981,3.759,50.963,37.733,
May-79,220.371,51.255,21.355,11.941,38.92,14.745,8.367,6.378,250.591,4.079,154.714,6.837,14.1,605.21,604.496,604.496,0.709,0.004,70.398,31.05,39.226,171.001,12.579,32.628,0,0,16.357,470.131,108.059,69.97,26.856,55.321,30.568,9.509,147.822,890.095,29.489,83.464,301.799,,,,,,167.64,54.26,28.233,47.258,20.65,4.735,54.26,53.568,
Jun-79,199.597,54.172,19.541,18.566,35.857,21.922,11.743,10.179,265.679,23.371,165.271,7.757,11.05,707.67,706.821,706.821,0.827,0.022,64.13,32.795,30.694,214.539,19.711,34.707,0,0,20.392,491.694,98.774,69.474,31.592,57.926,33.432,12.626,162.293,941.022,28.38,86.545,357.05,,,,,,192.855,75.77,28.797,48.078,19.456,5.361,75.77,43.146,
Jul-79,219.811,50.039,16.63,16.826,40.305,18.729,11.59,7.139,227.991,6.806,144.112,8.359,14.124,848.311,848.205,848.205,0.103,0.004,73.251,27.335,45.608,198.297,16.359,36.053,0,0,15.032,444.453,85.222,67.071,26.295,57.305,25.685,12.246,143.002,954.496,29.872,89.734,296.843,,,,,,189.948,67.794,29.935,53.766,19.713,5.665,67.794,42.72,
Aug-79,229.687,56.594,17.249,23.304,38.57,21.132,13.333,7.799,253.245,18.528,156.657,5.752,12.768,923.284,923.165,923.165,0.117,0.002,109.179,47.084,61.514,197.488,16.748,36.375,0,0,17.387,545.596,163.484,72.428,42.278,55.673,35.749,13.922,137.579,1211.404,28.524,108.512,304.958,,,,,,186.252,68.566,29.933,54.12,15.458,5.526,68.566,44.306,
Sep-79,226.493,53.403,14.228,17.461,57.863,19.453,11.431,8.022,293.235,19.891,188.045,11.727,12.161,1033.517,1033.101,1033.101,0.4,0.016,67.935,32.264,34.951,193.231,17.387,36.329,0,0,16.132,482.434,112.437,68.625,39.134,47.727,34.886,12.664,139.144,1039.242,26.015,99.067,283.245,,,,,,181.273,66.136,25.39,53.586,18.536,5.029,66.136,40.768,
Oct-79,199.801,45.426,14.672,12.449,28.946,15.54,8.351,7.189,273.263,11.662,180.678,7.414,9.313,811.155,809.659,809.659,1.495,0.001,67.747,34.301,32.927,208.889,11.872,34.736,0,0,13.866,481.103,115.295,63.463,32.006,56.686,29.921,11.893,144.252,1079.131,27.221,98.058,285.744,,,,,,197.324,65.652,31.561,61.66,19.938,4.944,65.652,38.325,
Nov-79,270.374,51.844,16.045,16.033,48.092,18.185,8.676,9.507,290.167,13.931,188.83,14.419,12.055,968.77,968.589,968.589,0.132,0.048,69.829,35.797,29.022,200.437,12.512,34.393,0,0,16.805,573.322,150.119,92.553,42.907,59.995,35.858,16.89,149.568,1074.116,27.355,113.438,318.488,,,,,,222.575,75.113,34.32,66.82,21.515,8.052,75.113,50.575,
Dec-79,260.981,46.454,20.127,15.051,36.262,16.813,10.552,6.262,250.731,13.792,164.274,8.808,13.469,1079.712,1079.574,1079.574,0.134,0.003,75.318,43.436,31.418,202.258,16.923,42.587,0,0,15.958,520.009,125.843,76.297,29.964,63.969,39.854,13.011,148.438,972.343,27.48,129.068,330.745,,,,,,212.502,67.516,30.406,66.101,23.129,7.239,67.516,51.656,
Jan-80,261.46,61.771,25.68,16.042,32.336,26.109,16.676,9.433,408.766,12.315,295.496,8.272,17.083,1030.504,1029.668,1029.668,0.835,0.001,106.256,61.358,44.393,188.106,14.441,26.275,0,0,17.171,584.958,135.097,92.745,39.921,78.509,45.321,15.584,155.182,1212.178,35.731,123.151,298.929,,,,,,215.951,68.732,33.717,67.176,22.019,7.67,68.732,43.85,
Feb-80,239.022,57.647,19.658,12.13,30.247,19.52,13.44,6.08,331.04,24.366,234.287,5.548,11.656,1019.787,1018.981,1018.981,0.676,0.13,90.805,53.742,36.988,165.219,14.052,25.077,0,0,13.145,446.219,121.115,62.192,39.356,58.705,28.086,12.505,104.947,950.957,32.924,93.304,307.061,,,,,,192.667,54.728,30.095,71.832,17.842,5.585,54.728,46.944,
Mar-80,222.739,52.069,20.013,17.635,34.915,20.633,12.522,8.11,211.833,9.345,117.591,8.232,11.791,1430.078,1429.79,1429.79,0.268,0.02,99.672,71.521,27.607,221.802,19.127,29.105,0,0,19.951,519.509,120.582,79.479,44.014,68.007,37.263,13.523,130.874,1207.619,36.403,131.494,357.407,,,,,,217.227,66.702,32.857,75.481,20.414,7.208,66.702,51.109,
Apr-80,261.824,50.313,21.527,16.906,30.763,25.129,10.167,14.963,298.941,12.113,177.007,9.618,23.52,1272.022,1271.769,1271.769,0.248,0.004,94.798,77.355,17.239,229.336,15.321,43.235,0,0,17.3,575.435,138.927,87.221,42.725,73.485,41.228,18.391,145.219,1259.984,33.463,129.897,333.569,,,,,,222.97,71.452,34.627,75.521,18.916,6.539,71.452,75.435,
May-80,209.26,53.803,20.733,15.411,36.065,25.303,16.525,8.778,281.586,19.979,160.395,10.527,16.999,1234.546,1234.401,1234.401,0.139,0.006,87.936,66.161,21.616,236.388,16.437,44.894,0,0,16.776,591.04,145.914,89.997,45.15,70.008,38.244,17.47,158.565,1264.037,46.963,157.75,381.842,,,,,,244.237,72.854,37.987,82.543,26.463,7.866,72.854,63.507,
Jun-80,227.488,52.569,19.766,16.088,30.343,19.892,10.831,9.061,277.772,10.935,183.592,7.547,13.093,1018.473,1017.438,1017.438,1.03,0.004,91.318,65.237,24.5,257.316,16.19,56.38,0,0,18.132,612.359,130.425,94.018,45.072,79.153,39.337,16.728,180.574,1294.668,44.159,158.728,294.419,,,,,,239.776,79.067,30.116,74.778,27.471,9.444,79.067,59.436,
Jul-80,260.226,60.056,22.396,17.444,47.842,24.325,14.35,9.975,261.215,14.772,160.407,6.713,12.692,1521.806,1520.517,1520.517,1.261,0.029,92.72,81.358,10.015,228.48,17.911,37.878,0,0,20.431,670.742,186.029,96.544,51.025,79.104,41.653,23.17,165.596,1256.434,41.142,153.508,333.561,,,,,,248.481,88.443,36.023,72.191,23.441,9.116,88.443,46.223,
Aug-80,234.677,58.266,18.79,20.337,29.142,28.153,19.285,8.868,279.292,23.429,176.667,7.17,12.72,1436.637,1434.524,1434.524,0.108,2.005,69.663,59.776,8.442,258.43,23.034,37.764,0,0,20.167,625.931,154.705,99.112,51.716,72.057,50.78,19.204,153.973,1126.255,35.47,146.455,326.613,,,,,,239.972,84.307,35.774,65.888,25.391,9.27,84.307,65.374,
Sep-80,241.162,63.538,19.172,14.198,29.927,19.206,10.758,8.448,299.324,31.925,181.942,9.373,16.269,1263.906,1262.965,1262.965,0.403,0.539,76.084,60.307,14.026,205.066,18.033,35.351,0,0,21.537,669.482,203.966,94.844,43.738,72.585,49.234,19.648,161.573,1416.526,46.987,164.435,433.578,,,,,,267.761,88.371,45.43,74.9,28.666,8.207,88.371,73.301,
Oct-80,272.845,54.496,24.148,23.885,31.359,21.348,10.866,10.481,248.224,17.807,140.32,8.883,15.89,1289.79,1288.428,1288.428,1.356,0.006,73.668,63.334,9.589,239.202,18.484,49.888,0,0,24.844,648.91,162.265,90.214,49.95,86.591,46.353,23.299,166.329,1475.302,48.704,190.834,426.758,,,,,,291.7,87.926,43.984,99.253,28.35,10.506,87.926,51.479,
Nov-80,236.284,48.1,19.379,18.402,23.773,24.282,16.514,7.768,255.713,21.942,166.261,6.831,12.716,1333.399,1332.985,1332.985,0.406,0.009,63.997,46.763,14.911,214.15,16.987,27.886,0,0,19.785,647.508,175.929,92.542,49.428,82.731,47.658,25.615,149.352,1506.411,42.643,164.055,385.679,,,,,,268.014,82.564,43.285,80.994,28.887,8.85,82.564,49.326,
Dec-80,248.505,61.43,27.683,20.373,32.025,22.094,15.047,7.047,263.198,16.58,169.566,11.397,14.094,1038.284,1038.068,1038.068,0.213,0.003,54.117,43.606,10.304,243.192,16.793,49.99,0,0,18.415,645.124,179.601,93.255,40.129,83.254,37.774,23.378,163.383,1333.431,45.707,170.154,388.56,,,,,,302.298,101.073,37.318,91.638,35.491,13.086,101.073,41.397,
Jan-81,314.489,76.071,30.459,20.771,38.479,24.873,15.926,8.947,342.44,14.506,227.692,10.712,16.024,1894.047,1893.338,1893.338,0.703,0.006,65.225,45.774,13.394,266.642,15.569,46.73,0,0,21.221,705.436,194.649,119.766,40.829,89.182,45.333,25.927,165.528,1442.517,57.246,200.767,411.14,,,,,,339.718,120.58,48.319,95.841,38.165,11.987,120.58,57.476,
Feb-81,246.866,63.66,21.103,18.501,26.498,17.15,9.554,7.596,226.019,21.53,140.212,5.043,14.122,1189.857,1189.755,1189.755,0.096,0.006,47.007,32.383,9.579,168.35,11.6,35.133,0,0,17.157,488.606,131.95,81.827,33.77,64.581,27.912,16.211,116.243,1014.07,31.397,121.131,349.205,,,,,,215.561,67.633,33.779,69.707,21.349,8.37,67.633,46.445,
Mar-81,247.784,47.011,19.989,17.197,37.423,26.142,13.148,12.994,252.509,10.687,161.517,9.018,11.922,1710.049,1708.567,1708.567,0.334,1.149,71.411,44.401,24.439,215.265,18.067,34.772,0,0,22.654,622.174,172.519,94.114,38.252,76.971,39.819,19.335,154.973,1446.179,43.657,187.882,393.038,,,,,,249.665,71.655,41.796,80.764,27.357,10.066,71.655,62.948,
Apr-81,306.947,54.84,27.961,20.055,41.104,16.944,8.044,8.9,247.202,13.825,153.333,11.204,12.934,1973.336,1971.795,1971.795,1.519,0.022,51.91,35.661,15.897,218.257,17.923,36.19,0,0,18.917,660.014,173.944,115.229,39.384,78.03,37.651,22.388,168.29,1425.551,47.018,173.561,379.999,,,,,,263.889,81.939,45.341,81.35,26.387,8.735,81.939,83.386,
May-81,258.447,54.261,23.97,21.022,44.082,25.991,16.405,9.587,239.084,15.758,138.293,6.964,19.21,1642.973,1642.266,1642.266,0.705,0.003,67.286,29.114,36.539,283.746,20.73,65.097,0,0,19.105,684.333,178.273,114.84,37.845,83.503,47.475,20.587,177.328,1350.087,48.294,156.773,383.004,,,,,,256.531,80.329,37.967,69.707,31.748,11.486,80.329,48.28,
Jun-81,315.846,100.927,21.884,20.148,31.603,18.737,10.498,8.239,219.027,8.71,133.939,6.66,12.739,1325.707,1324.326,1324.326,1.381,0,63.399,36.762,25.374,231.05,14.383,36.776,0,0,26.424,671.005,160.968,104.473,42.214,85.646,46.733,21.476,177.918,1411.959,47.783,180.722,407.967,,,,,,298.071,99.452,47.575,78.028,37.497,10.447,99.452,46.728,
Jul-81,279.914,68.657,30.869,18.26,54.664,24.288,14.074,10.214,236.558,9.328,140.297,12.048,20.843,2138.811,2138.566,2138.566,0.229,0.016,67.7,30.116,37.079,236.978,18.454,44.596,0,0,23.424,739.374,223.513,115.844,45.496,83.765,48.376,20.457,170.342,1363.795,42.242,157.926,396.452,,,,,,286.61,92.417,50.516,71.75,36.532,13.44,92.417,42.729,
Aug-81,251.856,63.158,21.372,20.96,34.407,25.815,14.182,11.632,243.48,24.142,152.427,9.907,13.635,1738.96,1737.873,1737.873,1.08,0.007,65.998,43.762,21.154,260.093,19.24,54.7,0,0,20.814,655.376,187.262,100.943,39.118,73.821,54.597,19.6,155.074,1320.565,52.747,163.018,363.059,,,,,,267.794,87.742,44.859,64.611,35.015,10.898,87.742,67.805,
Sep-81,283.989,81.368,26.554,27.731,47.903,28.035,14.678,13.357,196.464,12.989,102.887,9.849,14.382,1543.778,1543.118,1543.118,0.606,0.054,60.278,42.966,15.967,223.19,15.317,48.477,0,0,19.844,691.761,223.183,111.301,34.636,82.309,40.514,22.819,148.353,1390.516,46.536,149.193,391.943,,,,,,299.207,91.783,54.219,83.441,35.09,9.488,91.783,42.377,
